study_id,trial_number,trial_mode,box_number,distance_traveled,trial_time
s109,133,1,12,0.6095710624008974,3243
s109,134,2,4,0.37918782510966886,2670
s109,135,2,12,0.8126349880117605,5736
s109,136,1,8,0.6474890715004158,2595
s109,137,4,12,0.7005253649138388,5940
s109,138,4,12,1.6695228787282317,8652
s109,139,2,8,0.5846394588969406,3773
s109,140,4,12,1.5309998817659911,9504
s109,141,4,8,0.2745925609764185,2102
s109,142,4,8,0.6284091821982614,4369
s109,143,2,12,0.4721832018152075,3074
s109,144,3,12,0.7451174346169769,3478
s109,145,4,12,0.7005296986038698,4352
s109,146,2,12,1.5663719282472726,8728
s109,147,4,8,0.3450873138498985,2283
s109,148,4,4,0.2652180060143601,1277
s109,149,2,12,0.5306000683430003,3420
s109,150,1,4,0.3206949654020345,1168
s109,151,1,8,0.5249939913960905,2743
s109,152,4,4,0.27143700336814724,1692
s109,153,4,12,0.6265768020419117,4645
s109,154,2,4,0.17797748118002912,1143
s109,155,2,4,0.3304250222261461,2721
s109,156,4,8,0.4908157442883557,3248
s109,157,1,12,0.6655845028875765,3270
s109,158,2,8,0.4788514201972655,3286
s109,159,4,4,0.88802517641212,4751
s109,160,4,8,0.47726615046560783,2507
s109,161,2,8,0.6218027785121275,3707
s109,162,1,4,0.4462949357256093,1978
s109,163,1,4,0.27896930941002646,1434
s109,164,4,8,0.3957424101374382,4571
s109,165,4,12,1.1740043561976474,9039
s109,166,1,8,0.4815260821548753,2597
s109,167,4,12,0.6818596712264325,4438
s109,168,2,8,0.4299716489404838,2360
s109,169,4,4,0.38259953144074016,1605
s109,170,2,8,0.6182380087408811,4567
s109,171,4,8,2.210100897942904,10927
s109,172,4,8,0.22146437724358195,1600
s109,173,4,8,0.3593190118672402,2112
s109,174,2,12,0.90930030807543,6174
s109,175,1,12,0.7365140255320343,3388
s109,176,4,12,1.474561953697718,10422
s109,177,4,12,0.4732904112377156,3205
s109,178,4,8,0.3195551031425382,2000
s109,179,4,8,0.43138232904268126,2387
s109,180,1,8,0.5964836043544236,2762
s110,1,3,12,0.8551174632096548,4554
s110,2,4,12,2.254370280941188,18374
s110,3,1,8,0.707687817390298,2502
s110,4,1,4,0.48885825398351024,1631
s110,5,2,12,0.9792709711536044,3843
s110,6,3,8,0.6195049677665369,2066
s110,7,2,4,0.8348594567315674,2479
s110,8,4,8,4.1106047161372405,20508
s110,9,3,4,0.459615075842247,1333
s110,10,1,4,0.39983364931117615,1397
s110,11,4,4,0.6394728922270292,2978
s110,12,4,12,1.4318822250911425,5784
s110,13,3,4,0.3288723454065409,1007
s110,14,1,12,0.9455966139670438,3037
s110,15,3,8,0.7975837515789647,2259
s110,16,2,8,0.8328182058987224,3216
s110,17,3,8,0.8597705727370721,2174
s110,18,2,4,0.5302651705849941,1851
s110,19,4,12,4.026616769650764,16780
s110,20,1,4,0.4627084861729413,1509
s110,21,1,4,0.3888071030355048,1525
s110,22,2,12,2.0168866313265994,10183
s110,23,2,4,0.6879358968399144,3234
s110,24,3,12,0.888644123082202,3066
s110,25,3,8,0.6325585080985521,2220
s110,26,1,8,0.7609951421780684,2323
s110,27,1,8,0.96240988011106,3219
s110,28,4,4,0.5753243694406391,2222
s110,29,1,8,0.5389975417294173,1774
s110,30,3,4,0.5422560942672142,1456
s110,31,2,12,0.6310493620340826,2768
s110,32,3,4,0.5908809264109801,2037
s110,33,1,4,0.4587228989103207,1557
s110,34,4,8,2.980066780540318,12006
s110,35,3,4,0.3244709336417135,1089
s110,36,3,4,0.3280873640261209,1108
s110,37,1,4,0.519533082646071,1470
s110,38,1,12,1.040393289220634,4114
s110,39,4,8,0.5560440338076267,1935
s110,40,2,8,1.0419807462889614,3996
s110,41,3,8,0.7458996646314001,2279
s110,42,3,4,0.3619921985089388,1055
s110,43,3,12,1.0941377462222446,3465
s110,44,4,4,0.5497577101954579,1927
s110,45,1,4,0.5665665214699607,1621
s110,46,4,12,1.7134576644568489,6151
s110,47,1,12,1.1946815326639189,3547
s110,48,1,12,0.9264785354629872,4213
s110,49,3,4,0.4660687075878498,1443
s110,50,4,4,0.30267935279043356,1431
s110,51,1,8,0.8042960479127182,3025
s110,52,3,4,0.39818723086599384,1102
s110,53,1,8,0.91587132978769,3264
s110,54,2,8,1.8039298425649193,6877
s110,55,3,12,1.1615861037444342,3922
s110,56,3,4,0.36835268338766225,1040
s110,57,2,12,1.7376926548724518,7467
s110,58,3,8,0.7136495719339745,2256
s110,59,2,12,1.7612583329858034,7459
s110,60,1,4,0.4094960617365021,1270
s110,61,2,4,0.6978248193341917,2348
s110,62,3,12,0.883588327048205,2582
s110,63,1,4,0.3824378650166308,1136
s110,64,3,8,0.9117138882276912,2372
s110,65,3,4,0.32562833797819285,880
s110,66,2,8,0.9498926930690954,3368
s110,67,1,8,0.7400039830689729,2400
s110,68,2,8,1.2821016402679728,3994
s110,69,1,4,0.45096085496313937,1331
s110,70,2,8,0.7846866564700042,3500
s110,71,1,12,1.725632734851498,4347
s110,72,1,12,0.8576108032385137,2622
s110,73,2,4,0.5529116734347727,2400
s110,74,1,12,0.8827776231573453,2776
s110,75,3,12,0.8087595965658332,2728
s110,76,3,8,0.7537844504847188,2310
s110,77,4,8,0.7980757039956794,2935
s110,78,3,4,0.4962854578222666,1267
s110,79,2,4,0.6188119784231946,2087
s110,80,3,12,0.8139053025827329,2770
s110,81,3,8,1.077043462881337,3003
s110,82,4,12,1.4531294015647191,5589
s110,83,3,12,1.013005618548122,2894
s110,84,4,12,1.9241619180166336,8073
s110,85,2,4,0.5394263801958465,3551
s110,86,3,12,0.7289111019591483,2544
s110,87,3,4,0.48468491669979696,1305
s110,88,4,8,0.581740842394155,2157
s110,89,3,12,0.9555653353688076,2775
s110,90,1,12,0.8835750239844663,3024
s110,91,2,8,0.9439357513850404,3813
s110,92,3,4,0.35778297070385023,1273
s110,93,3,4,0.26603794344136455,996
s110,94,2,8,0.7458475115683147,3603
s110,95,2,12,2.31229038171719,10506
s110,96,2,4,0.6964425831348512,4267
s110,97,3,12,1.088399852147598,3774
s110,98,2,8,1.398028608293442,5811
s110,99,3,8,0.7278029484244878,3248
s110,100,3,4,0.4610799964012659,1346
s110,101,1,12,1.0098874420250816,3273
s110,102,4,12,1.264868930634444,5680
s110,103,2,4,0.403163360785652,1774
s110,104,2,12,0.6936564997776972,2735
s110,105,2,12,1.3701016359686964,5795
s110,106,3,8,0.7050262529442006,2445
s110,107,3,4,0.35964934610508714,1107
s110,108,4,8,0.4060955194713968,1573
s110,109,1,12,0.8017010159375506,2752
s110,110,2,12,1.1274910416109192,5879
s110,111,1,4,0.5396666581376327,1604
s110,112,2,8,1.4918427365659217,8044
s110,113,2,4,0.2743719368329585,1419
s110,114,3,8,0.9457006649296724,3349
s110,115,3,8,1.0173592816453263,2912
s110,116,4,12,3.1005152122441504,13779
s110,117,1,8,0.779452966039821,2650
s110,118,3,4,0.5440209035692685,1254
s110,119,3,4,0.3912028114847699,1296
s110,120,3,4,0.5071207425538403,1261
s110,121,2,12,1.380935436550883,5431
s110,122,2,4,0.5780464222056635,2099
s110,123,3,4,0.6508676471914052,1790
s110,124,4,4,0.46711876783401585,1397
s110,125,1,8,0.7554077580319336,2413
s110,126,2,4,1.1268052638073216,3577
s110,127,1,4,0.7091294105781273,2543
s110,128,1,12,0.8281938614410549,3137
s110,129,1,8,0.7504300760274525,2888
s110,130,3,12,1.0944227741450936,3632
s110,131,1,8,0.8511128727596926,2184
s110,132,1,12,1.2572241888283444,4233
s110,133,1,12,0.8751716783787851,2929
s110,134,2,4,0.554849163599052,1877
s110,135,2,12,0.8163007703635758,2858
s110,136,1,8,0.8633217636952245,2871
s110,137,3,12,0.8120687186654104,2586
s110,138,4,12,2.7646134702167564,8630
s110,139,2,8,1.171498140109166,4249
s110,140,3,12,1.3121672102995718,4773
s110,141,4,8,0.7678893871140955,3601
s110,142,3,8,0.8362596998222397,2462
s110,143,2,12,1.2449041668050354,4893
s110,144,4,12,1.506862577254747,4806
s110,145,3,12,1.078416527455344,3444
s110,146,2,12,2.2793688408285404,8237
s110,147,3,8,0.7484102810618274,3054
s110,148,3,4,0.33888831578958856,1216
s110,149,2,12,1.813555372136636,7248
s110,150,1,4,0.36357057697471007,1037
s110,151,1,8,0.656037808052063,2411
s110,152,3,4,0.4210793235862952,1170
s110,153,3,12,0.8194570193538917,2988
s110,154,2,4,0.4140423927873047,1295
s110,155,2,4,0.30328145947845087,1503
s110,156,3,8,0.6908685190742901,2420
s110,157,1,12,0.8379802237842696,3454
s110,158,2,8,1.2615538937481696,5780
s110,159,4,4,0.7459133263558079,2421
s110,160,3,8,0.5726854125681358,1961
s110,161,2,8,0.8806579262532147,3025
s110,162,1,4,0.46071989434955946,975
s110,163,1,4,0.2971705018373677,896
s110,164,3,8,0.905923493781206,2983
s110,165,4,12,1.5880632365665566,6042
s110,166,1,8,0.49893156817914175,1828
s110,167,3,12,0.7954700395563845,3422
s110,168,2,8,0.5428415664283308,2255
s110,169,4,4,0.5090018114523336,1579
s110,170,2,8,0.9708367864761692,3340
s110,171,3,8,0.7067733423096636,1767
s110,172,4,8,1.0816732664445796,3036
s110,173,3,8,0.5757138656004639,1867
s110,174,2,12,1.1713796981176052,3913
s110,175,1,12,0.936634342050324,2677
s110,176,3,12,0.9992688377296866,3764
s110,177,3,12,0.8985107246215092,3184
s110,178,4,8,0.8020486660617282,2872
s110,179,3,8,0.7855582198961089,2650
s110,180,1,8,0.5355619308281314,2123
s111,1,3,12,0.6096556122726938,3333
s111,2,4,12,6.578899694575681,100001
s111,3,1,8,0.5906235697685022,2415
s111,4,1,4,0.3803874724813898,1290
s111,5,2,12,2.610915962341659,22117
s111,6,3,8,0.5950978225312338,2611
s111,7,2,4,6.915224894627979,96916
s111,8,3,8,0.8517915716165179,3301
s111,9,3,4,0.4453567591843848,1457
s111,10,1,4,0.39942186253643774,1638
s111,11,4,4,1.6822089058252698,19748
s111,12,3,12,0.6431442175349545,3348
s111,13,3,4,0.30802455586594407,1245
s111,14,1,12,0.7238527798998831,3060
s111,15,3,8,0.6052705695530831,2422
s111,16,2,8,1.4351885586998123,17609
s111,17,3,8,0.6355123431498224,3131
s111,18,2,4,0.29901612434625885,1535
s111,19,3,12,0.7526727516675181,3657
s111,20,1,4,0.2581471996463536,1078
s111,21,1,4,0.33805659385863684,1253
s111,22,2,12,3.938963838829084,37436
s111,23,2,4,1.3219000361063558,14506
s111,24,3,12,0.7457733305611575,3700
s111,25,3,8,0.5592279235967695,2401
s111,26,1,8,0.6349453018814837,2625
s111,27,1,8,0.4935955212967085,2057
s111,28,3,4,0.3733918338398806,1427
s111,29,1,8,0.5128488297406693,1964
s111,30,4,4,0.6573105800315087,4898
s111,31,2,12,0.6781576344316083,5269
s111,32,3,4,0.27798998165786043,1082
s111,33,1,4,0.4107710612854924,1352
s111,34,3,8,0.6769590242277608,2541
s111,35,3,4,0.29792638356243195,1227
s111,36,3,4,0.3449932123748599,1334
s111,37,1,4,0.5936016425750326,2266
s111,38,1,12,0.954064755637884,3602
s111,39,3,8,0.7183709653919155,3135
s111,40,2,8,1.7212247971832042,20167
s111,41,3,8,0.6471352847921225,2718
s111,42,3,4,0.3712271355981821,1228
s111,43,3,12,0.751759551291742,2972
s111,44,3,4,0.4418704050029241,1363
s111,45,1,4,0.4856799871544993,1718
s111,46,3,12,0.9217413635112324,3436
s111,47,1,12,0.7336622530241563,3255
s111,48,1,12,0.7214508359272241,3235
s111,49,3,4,0.4264165105626624,1690
s111,50,4,4,1.5763072397540283,22490
s111,51,1,8,0.6008419982644168,2156
s111,52,3,4,0.34478882610427186,1230
s111,53,1,8,0.7853757225278488,2924
s111,54,2,8,2.0019099176873794,11935
s111,55,3,12,0.6861406836366628,3303
s111,56,3,4,0.353056591470116,1308
s111,57,2,12,5.882669133217434,54197
s111,58,3,8,0.5919458525084241,2484
s111,59,2,12,0.6011974369903774,3920
s111,60,1,4,0.41926729075841335,1446
s111,61,2,4,0.32070697363874456,1388
s111,62,3,12,0.6981122490005499,2549
s111,63,1,4,0.35698657710313264,1131
s111,64,3,8,0.6373581766518336,2282
s111,65,3,4,0.4416407451007377,1434
s111,66,2,8,0.41033251655103126,2995
s111,67,1,8,0.4917741111596985,2296
s111,68,2,8,1.0218291779005613,6822
s111,69,1,4,0.455321730183216,1892
s111,70,2,8,0.6226197268349658,5332
s111,71,1,12,0.7622899169078882,3849
s111,72,1,12,0.6526572408530638,3310
s111,73,2,4,0.25733178345287644,1341
s111,74,1,12,0.701221075777108,3276
s111,75,3,12,0.7841898924282147,3901
s111,76,3,8,0.5903178609966399,2968
s111,77,3,8,0.5337477887096722,2304
s111,78,3,4,0.3985712354973072,1564
s111,79,2,4,0.2860950187755915,1530
s111,80,3,12,0.7256437703883455,2894
s111,81,4,8,0.8169063600853476,6694
s111,82,3,12,0.6852345063248086,3365
s111,83,3,12,0.855335740884065,3884
s111,84,3,12,0.9036693478612208,3616
s111,85,2,4,0.2783789274493242,1442
s111,86,3,12,0.8149608396553777,4205
s111,87,3,4,0.4006295848488244,1564
s111,88,3,8,0.6613985633088998,2428
s111,89,3,12,0.7069051226372902,3868
s111,90,1,12,0.697176812535256,2872
s111,91,2,8,0.8109175877019585,6133
s111,92,3,4,0.3430275706287772,1392
s111,93,4,4,0.33065466100894575,1394
s111,94,2,8,0.43818589585843337,2715
s111,95,2,12,1.2712298585554596,9424
s111,96,2,4,0.4811924809450737,2969
s111,97,3,12,0.7345484800861459,3279
s111,98,2,8,2.393535177340501,15577
s111,99,3,8,0.5253963273744102,2433
s111,100,3,4,0.39453943121266455,1679
s111,101,1,12,0.8380648984894872,3668
s111,102,3,12,0.7500803505339183,3255
s111,103,2,4,0.25282967720773886,2992
s111,104,2,12,1.6201665167864538,9822
s111,105,2,12,1.4992871660548008,10540
s111,106,3,8,0.48849651850172016,2350
s111,107,3,4,0.4064764566455147,1735
s111,108,3,8,0.3320760399476736,2153
s111,109,1,12,0.741159745952492,3600
s111,110,2,12,2.5415914801201884,15311
s111,111,1,4,0.4816410735383147,1849
s111,112,2,8,1.1465522471755278,8970
s111,113,2,4,0.31783000360491054,2185
s111,114,3,8,0.6486746907881648,2988
s111,115,3,8,0.7371049373132705,3476
s111,116,3,12,0.7501800831895937,3681
s111,117,1,8,0.6535620178636167,3365
s111,118,3,4,0.3894704281129806,1507
s111,119,4,4,0.24837481094747113,1352
s111,120,3,4,0.4410083745783419,1772
s111,121,2,12,3.960037121401173,21113
s111,122,2,4,0.3683547416202898,1627
s111,123,3,4,0.36720446982283306,1611
s111,124,3,4,0.6211299713192655,2981
s111,125,1,8,0.5724182536791631,2746
s111,126,2,4,0.34076181364211655,3135
s111,127,1,4,0.4547859689884449,2011
s111,128,1,12,0.9272969388300374,4317
s111,129,1,8,0.7777450129958792,3512
s111,130,3,12,0.7988930960300934,3819
s111,131,1,8,0.6516711879294913,2524
s111,132,1,12,0.8279431115400671,4016
s111,133,1,12,0.57709490192108,3258
s111,134,2,4,0.25157071572866446,1325
s111,135,2,12,0.520977224422288,3511
s111,136,1,8,0.6060818204441557,3333
s111,137,3,12,0.8731971146528443,4205
s111,138,3,12,0.6567821921138577,3173
s111,139,2,8,1.1187399959189377,6233
s111,140,3,12,0.8913802184827924,5412
s111,141,3,8,0.468242423859512,2315
s111,142,3,8,0.5727263160231363,3137
s111,143,2,12,1.5399560626144837,10674
s111,144,3,12,0.8046356751292059,4430
s111,145,3,12,0.7471433793704482,4174
s111,146,2,12,6.560988193801628,38483
s111,147,3,8,0.726403716204578,3275
s111,148,3,4,0.41165994046227217,1713
s111,149,2,12,0.5782590017956882,4339
s111,150,1,4,0.34108936146311414,1475
s111,151,1,8,0.46614931491557954,2233
s111,152,3,4,0.4510667531811498,1765
s111,153,3,12,0.6441678029207207,3153
s111,154,2,4,0.5005561680698604,3248
s111,155,2,4,0.6639219356563584,3818
s111,156,3,8,0.6472780702292897,3000
s111,157,1,12,0.5820418601592413,3128
s111,158,2,8,0.5606466393253206,3583
s111,159,3,4,0.4756129109010174,1935
s111,160,3,8,0.4349544651244822,2121
s111,161,2,8,1.514098660798732,7591
s111,162,1,4,0.415369645821331,1463
s111,163,1,4,0.30170231257543245,1322
s111,164,4,8,1.5843746948612252,9729
s111,165,3,12,0.7114286365400655,3396
s111,166,1,8,0.4866585242577487,2533
s111,167,3,12,0.6307834603543203,3229
s111,168,2,8,1.1444628925693965,7320
s111,169,3,4,0.35585396667580976,1541
s111,170,2,8,1.2885062494691528,7468
s111,171,3,8,0.6568090730262662,2612
s111,172,3,8,0.48086713102543777,2041
s111,173,3,8,0.4874399123652869,2290
s111,174,2,12,4.250097076350749,21925
s111,175,1,12,0.9358689412903216,4102
s111,176,3,12,0.82756976575222,4105
s111,177,3,12,0.6500243195035974,3867
s111,178,4,8,0.4884364232191626,2902
s111,179,3,8,0.7541868367299371,3577
s111,180,1,8,0.4853629640587465,2461
s112,1,3,12,0.6760060115346231,4087
s112,2,4,12,1.5516443912109017,11862
s112,3,1,8,0.5890465518416302,2462
s112,4,1,4,0.5378085733780087,2154
s112,5,2,12,0.7996467588578897,4995
s112,6,4,8,0.5163114403653078,2894
s112,7,2,4,0.29378366069959844,1553
s112,8,3,8,0.5141827881323638,2129
s112,9,4,4,0.7073114584976575,3850
s112,10,1,4,0.37288454530325954,1401
s112,11,4,4,0.1823524418901843,1655
s112,12,3,12,0.784673815831401,3354
s112,13,4,4,0.7957557038641191,3913
s112,14,1,12,0.8654159244631784,3768
s112,15,4,8,0.5516636668033476,3097
s112,16,2,8,1.0198338090357335,6968
s112,17,4,8,0.2996559387879803,2590
s112,18,2,4,0.7064073688529297,3348
s112,19,3,12,0.8109024443345972,3291
s112,20,1,4,0.22878832203781743,916
s112,21,1,4,0.4081789341256966,1352
s112,22,2,12,0.6779405231612524,5055
s112,23,2,4,1.1640427626828571,10462
s112,24,3,12,0.7261370579082036,2700
s112,25,4,8,0.9666796026509432,8768
s112,26,1,8,0.8170581006003799,2887
s112,27,1,8,0.4779413491633922,2205
s112,28,4,4,1.295727492973111,9965
s112,29,1,8,0.6349079898906531,2121
s112,30,4,4,0.4128484314334918,3540
s112,31,2,12,1.1791622844247494,7907
s112,32,3,4,0.30432615434777,1191
s112,33,1,4,0.4638388372762301,1762
s112,34,4,8,0.6341857502983382,3682
s112,35,3,4,0.2976677203705776,1034
s112,36,4,4,0.4845283614022374,1847
s112,37,1,4,0.4552554524355509,1455
s112,38,1,12,0.7153963366693902,2545
s112,39,4,8,0.7150326446004509,2916
s112,40,2,8,1.320326216176419,7699
s112,41,4,8,0.4717992418249504,2991
s112,42,3,4,0.2944402575096609,906
s112,43,4,12,1.288974554171572,7730
s112,44,4,4,0.6626304917105019,4736
s112,45,1,4,0.4834293400644762,1234
s112,46,4,12,2.30289377285058,14414
s112,47,1,12,0.9927379867539978,2950
s112,48,1,12,0.8174609096034816,3269
s112,49,4,4,0.3737714539944255,2989
s112,50,3,4,0.4315151199297456,1377
s112,51,1,8,0.6380699252446342,2318
s112,52,3,4,0.33667923080537404,1218
s112,53,1,8,0.6752615067120207,2101
s112,54,2,8,0.8714205445044193,4306
s112,55,4,12,1.122073329563915,7616
s112,56,3,4,0.2790730035266088,945
s112,57,2,12,1.4804027049801367,7641
s112,58,4,8,0.5575175437550931,2848
s112,59,2,12,0.7723595055904399,3709
s112,60,1,4,0.376001531997662,1236
s112,61,2,4,0.382495122564631,1382
s112,62,3,12,0.7833929337329915,2471
s112,63,1,4,0.35774678064542037,1022
s112,64,4,8,0.7371392556241217,4073
s112,65,4,4,0.3098996120222724,1261
s112,66,2,8,0.6325273692364656,3492
s112,67,1,8,0.5917492580226287,2169
s112,68,2,8,1.9056125499794276,10302
s112,69,1,4,0.4843828258298124,2006
s112,70,2,8,0.6648699229958455,3168
s112,71,1,12,0.8428174811442705,3213
s112,72,1,12,0.8345590617452128,2664
s112,73,2,4,0.3424907427641175,1666
s112,74,1,12,1.0087434791601764,3180
s112,75,4,12,1.1247354040707058,5753
s112,76,3,8,0.6887245330826748,2003
s112,77,4,8,1.1411575692934228,6623
s112,78,3,4,0.41062859251156913,1130
s112,79,2,4,0.5450403735326952,2527
s112,80,4,12,0.8525489586327322,5039
s112,81,4,8,1.1980258962921415,6627
s112,82,3,12,0.9435899207418096,3201
s112,83,4,12,1.376280547849179,9132
s112,84,3,12,1.287289592674299,4313
s112,85,2,4,0.343084093250806,2528
s112,86,3,12,0.8924089482985926,3301
s112,87,4,4,0.5328248821112749,3432
s112,88,4,8,0.5147004932650472,2480
s112,89,4,12,1.0856504120223192,7318
s112,90,1,12,0.733740601491884,3055
s112,91,2,8,0.7444326728122334,3794
s112,92,3,4,0.3213688643851706,1074
s112,93,4,4,0.5387643880559106,2351
s112,94,2,8,0.655898118103159,3736
s112,95,2,12,0.8729996889920254,4453
s112,96,2,4,0.3393076801895433,1622
s112,97,4,12,1.0918474997541818,6453
s112,98,2,8,0.5805314751440825,2884
s112,99,4,8,0.6202332241443087,4140
s112,100,3,4,0.3780103814827657,1340
s112,101,1,12,0.8081641307672287,2692
s112,102,4,12,0.960873505068826,5090
s112,103,2,4,0.5088174150768607,3926
s112,104,2,12,1.4169278953709372,8177
s112,105,2,12,0.8007873610685635,4497
s112,106,4,8,0.4832193366055905,2581
s112,107,4,4,0.3191338305264942,1375
s112,108,4,8,0.6268677417858866,2722
s112,109,1,12,0.6872084614556894,2655
s112,110,2,12,1.008070981905225,5747
s112,111,1,4,0.5430109297733943,2170
s112,112,2,8,0.8403926773005944,4513
s112,113,2,4,0.2851913678459592,1350
s112,114,4,8,0.6027219269051899,2725
s112,115,4,8,0.7554574450230734,3421
s112,116,4,12,1.276415904488258,6737
s112,117,1,8,0.6594131944930703,2199
s112,118,4,4,0.3265192716504558,1476
s112,119,3,4,0.2909003629497201,783
s112,120,4,4,0.37073462104753735,1486
s112,121,2,12,1.602457021172942,10028
s112,122,2,4,0.5131264899067803,2586
s112,123,4,4,0.3089577222569069,1732
s112,124,3,4,0.46850252879407966,1440
s112,125,1,8,0.6693750051364353,2931
s112,126,2,4,0.5989904200886619,1950
s112,127,1,4,0.4446089278465204,1574
s112,128,1,12,0.8353395868088098,2959
s112,129,1,8,0.5717724026128544,1978
s112,130,4,12,0.9857301714577632,3961
s112,131,1,8,0.7113861392442571,2231
s112,132,1,12,0.9658635808460492,3315
s112,133,1,12,0.8556955851436954,2697
s112,134,2,4,0.5721895581296451,2639
s112,135,2,12,0.9482838654306172,4907
s112,136,1,8,0.6867466876481365,1986
s112,137,4,12,0.8998122800756893,5668
s112,138,4,12,2.1374073533365125,11420
s112,139,2,8,0.8812104980905184,4582
s112,140,4,12,1.421957666840416,8244
s112,141,4,8,0.8567695501964906,4833
s112,142,4,8,0.8933213132462473,4644
s112,143,2,12,1.5827462966208958,8665
s112,144,3,12,0.8771598416343072,2851
s112,145,4,12,1.5560421878902913,9496
s112,146,2,12,0.9523080619321888,5221
s112,147,4,8,0.8174726915929021,4377
s112,148,3,4,0.3200915690598061,1056
s112,149,2,12,0.9144017750654784,5242
s112,150,1,4,0.36426542063122314,1274
s112,151,1,8,0.5368068158167109,2086
s112,152,4,4,0.4598502767252029,1780
s112,153,3,12,0.7201372954960527,2752
s112,154,2,4,0.24149341742714844,1126
s112,155,2,4,0.4566444516946806,1701
s112,156,3,8,0.6217559826617839,2016
s112,157,1,12,0.8193179655555789,2515
s112,158,2,8,0.4616886787423075,2039
s112,159,3,4,0.35017894244346004,992
s112,160,4,8,0.7499317616791218,3595
s112,161,2,8,0.7977969009176146,4490
s112,162,1,4,0.3966536664907015,1000
s112,163,1,4,0.3290650528213956,1597
s112,164,4,8,0.636701405170563,3227
s112,165,4,12,1.0165250375657915,5325
s112,166,1,8,0.49345866509322533,1724
s112,167,4,12,1.0710951797276032,4720
s112,168,2,8,0.8327721326033567,4295
s112,169,3,4,0.34771602922293454,1055
s112,170,2,8,0.763432904926238,3317
s112,171,4,8,1.554928606684468,7945
s112,172,4,8,0.5621896597386407,2693
s112,173,4,8,0.8063171204414727,3876
s112,174,2,12,0.9584785720374912,5354
s112,175,1,12,0.7825846541807138,2415
s112,176,4,12,1.671991534117519,7489
s112,177,3,12,0.8531167699986995,2799
s112,178,3,8,0.730869248881879,2037
s112,179,4,8,1.024553561110793,4546
s112,180,1,8,0.7877900399632778,2817
s201,1,4,12,1.8620859289367404,12180
s201,2,3,12,0.7977754228720656,3825
s201,3,1,8,0.6010881465535557,2278
s201,4,1,4,0.42569079895115813,1692
s201,5,2,12,0.7130315798639766,5640
s201,6,3,8,0.8026144200573099,3641
s201,7,2,4,0.47952415250305375,2071
s201,8,3,8,0.5845861529636868,3037
s201,9,4,4,0.516114685933203,2249
s201,10,1,4,0.4670025313626841,1851
s201,11,3,4,0.3021925407706794,1312
s201,12,4,12,0.5562480679633734,3227
s201,13,3,4,0.30058474940675045,1226
s201,14,1,12,0.92816364478113,4183
s201,15,4,8,0.8679743363028095,3659
s201,16,2,8,0.3422510581586976,2257
s201,17,3,8,0.4787692943646264,2390
s201,18,2,4,0.22884254874415355,948
s201,19,3,12,0.7578550100478564,3810
s201,20,1,4,0.2158580079479312,1072
s201,21,1,4,0.29775396479909083,1258
s201,22,2,12,0.5135732464326629,3163
s201,23,2,4,0.4667528133803483,2231
s201,24,3,12,0.6454304643055241,3518
s201,25,4,8,0.5886929744436014,3228
s201,26,1,8,0.6165138136730492,2639
s201,27,1,8,0.5466620990772951,2174
s201,28,4,4,0.3174169555401323,1554
s201,29,1,8,0.5850202707735375,2572
s201,30,3,4,0.6065905570345249,2050
s201,31,2,12,0.6426722871060533,3305
s201,32,3,4,0.34441867359375583,1532
s201,33,1,4,0.42016268871098805,1367
s201,34,4,8,0.6214182369778675,3298
s201,35,3,4,0.2853260800204175,1402
s201,36,4,4,0.23205361076799924,1762
s201,37,1,4,0.48347612674710394,1801
s201,38,1,12,0.6660627897642352,3430
s201,39,4,8,0.5502647171235252,3516
s201,40,2,8,0.40921519149145663,2430
s201,41,3,8,0.58413264878315585,2432
s201,42,3,4,0.2895771138861727,1121
s201,43,4,12,0.4427793274783167,2911
s201,44,3,4,0.5845354995189249,1929
s201,45,1,4,0.4630038701278264,1590
s201,46,3,12,0.8804325240891815,3638
s201,47,1,12,0.6632162721761794,2876
s201,48,1,12,0.6868594801042304,3246
s201,49,4,4,0.2182166476881982,1141
s201,50,4,4,0.1883550517317309,1419
s201,51,1,8,0.6531621915797013,2677
s201,52,4,4,0.2372640439995543,1002
s201,53,1,8,0.7407694362893812,2862
s201,54,2,8,0.6221284346028049,2724
s201,55,3,12,0.6682305896355302,2703
s201,56,3,4,0.34092974572276175,1317
s201,57,2,12,0.8504170721749463,4388
s201,58,3,8,0.5524353477712576,2033
s201,59,2,12,0.8640201406435964,4911
s201,60,1,4,0.3419140531208827,1054
s201,61,2,4,0.6530540484300079,3206
s201,62,3,12,0.942367864270634,3448
s201,63,1,4,0.38338910553787803,1019
s201,64,3,8,0.7981532290834819,2508
s201,65,4,4,0.34097682748117686,2068
s201,66,2,8,0.3446160935613572,1819
s201,67,1,8,0.497939518961436,1871
s201,68,2,8,1.212745916111848,5145
s201,69,1,4,0.3113050807876789,888
s201,70,2,8,0.5931682130586317,2876
s201,71,1,12,1.1363673387900397,4288
s201,72,1,12,0.6121917502777059,2692
s201,73,2,4,0.48540407899480026,2141
s201,74,1,12,0.7153454779204125,2876
s201,75,4,12,0.6201704802799275,3557
s201,76,3,8,0.6564735720409958,2261
s201,77,3,8,0.6460857023947475,2361
s201,78,4,4,0.49731662309376,1789
s201,79,2,4,0.2861806863004861,1368
s201,80,3,12,1.0552557654636865,4368
s201,81,3,8,0.5693091444893146,2215
